gene	logFC	logCPM	PValue	FDR
Gsta2	-2.60202747417204	2.086045597101	1.73730728844502e-05	0.00424160357238133
Laptm5	1.22654717156049	2.80825048150092	2.22153295990056e-05	0.00532521646242344
Wdr66	1.08965284533949	3.42269705505274	2.38510691976894e-05	0.00555874224262237
Kng2	-1.52692659536118	4.60581634897579	2.40327903390075e-05	0.00555874224262237
Gpx6	-2.28441723065518	1.9622459496779	2.53434289036162e-05	0.00569415214955756
Nap1l5	-1.71957423594167	0.346596874158843	2.54820219071523e-05	0.00569415214955756
Pld4	1.38559861504028	1.36031365521114	2.75698962237337e-05	0.00605802519689509
Ccdc42	1.86276107913517	0.338438505214394	3.03027276231785e-05	0.00654677280903773
H2-Ea	1.16668599901321	3.52408861720425	3.07873114502685e-05	0.00654677280903773
Ccdc158	1.35581404308649	2.35260362142266	3.45634197062644e-05	0.00718555844046007
H2-Eb1	1.16854485698212	3.51367698149678	3.48813516527188e-05	0.00718555844046007
Bvht	-0.794811174853753	4.99490147915716	3.85969677407719e-05	0.00782865265683596
Zfp809	0.763152507286269	4.80556906263625	5.16366688231363e-05	0.0103148157843065
Car15	-1.20340902243107	4.23867488852017	5.77487900851755e-05	0.0112075923375874
Sfrp1	-1.51613256115153	5.31664261341277	5.78061497994495e-05	0.0112075923375874
Stbd1	0.873607563956581	6.51811924654163	6.45585973567724e-05	0.0123353702543723
Defb1	-2.21111807791661	4.16112284774306	6.92423941348615e-05	0.0129228257818866
Rtn4rl2	1.54777507002755	1.75814759256035	7.00819354258766e-05	0.0129228257818866
Oas1c	1.42139181399344	1.00623749226818	7.05736844884586e-05	0.0129228257818866
Serpina1a	1.31863235149524	1.4105803888552	9.12155037109728e-05	0.0164737698756913
Slc22a29	-2.34387236478175	0.239569134277311	9.45782064659691e-05	0.0168502577573964
Arpp21	-1.51579986903037	1.39067905793917	9.94143581614324e-05	0.0174757186400043
Npy1r	-0.691624588786017	5.42639857179834	0.000104054833448993	0.0180507753183096
Oas2	1.54657419909919	0.52372917944275	0.000106212164223938	0.0181857295211481
H2-Aa	1.1200460714911	3.65637100399	0.000110837724373177	0.0187344174119996
Usp18	0.977328422302212	3.70821672081713	0.000118125753916678	0.019713543539715
Ces1g	-1.84973542539746	1.14584368805947	0.000120517988679969	0.0198613645344589
Ftcd	-1.89809276309506	1.8613954754457	0.00014291493910726	0.023261611817162
Rttn	0.784454175932503	4.46798442068717	0.000148601560041748	0.0238922313120781
Crispld2	1.17587387866253	1.94080177825231	0.000169387980866022	0.0269061583100919
Sostdc1	-1.57809484628463	1.89448656232266	0.000177405606076115	0.0277321088067218
Epha3	-1.01183656841363	3.68227028619953	0.000178794694218094	0.0277321088067218
Nckap1l	1.28105166023483	1.45408245977282	0.000187745230694216	0.0281071516870738
Cyp2d9	-2.09978127711679	4.00131685311759	0.000188399042519193	0.0281071516870738
Prom1	-1.25217898496075	2.90741214604001	0.000188668850235923	0.0281071516870738
Foxq1	-1.57676985363442	1.09554107025218	0.00019010263764628	0.0281071516870738
Olfm4	-1.48999743784669	1.63675415685716	0.000191872243009454	0.0281071516870738
Tmem52b	-1.6927529923495	5.30983465257764	0.000220226622495856	0.0319062394613776
Slit2	-1.1498826147325	2.8484616904722	0.00022395428612234	0.0320936229156189
Rdh16f2	-1.87455839125065	2.64200438105403	0.000232331367678994	0.0329360941019339
Clu	-0.771192386467242	5.40102341180589	0.000235163841903336	0.0329829796984424
Comp	1.45829869474133	1.20185773770889	0.000237948445822402	0.0330222348391846
Galnt15	1.43798503535083	1.16114685508559	0.000247381353770027	0.0339737059177504
Lgals3bp	0.661585521380719	6.38381729863339	0.000272088069688054	0.0369815372244052
Mmp3	1.54377616723009	0.692644255450557	0.000286018564076917	0.0384782525386742
Plppr5	-0.883697912297386	3.74861084076822	0.000293715286880643	0.0391145691134788
Rtn4rl1	0.555548739754601	6.49552702982126	0.000315792511488729	0.041634084714674
Ccl9	1.69977445681097	0.655032592179353	0.000332132171150664	0.043354757865845
Lyz2	1.15981417518506	4.90254934701031	0.000343561412627478	0.0444069967066733
Atp6v1b1	-1.56558642484824	3.34315702082341	0.000350750266682635	0.0448960341353773
Esrp1	-2.21922807004482	-0.102333689516972	0.000356342593880341	0.0451732765165233
