gene	logFC	logCPM	PValue	FDR
Rnd1	2.01936416547068	2.43819813264325	0.000231197750589181	0.0131702994473561
Pdia5	-0.765489073241815	5.26245741545405	0.000237787594645734	0.013487557299734
Tuft1	0.840679384906744	5.09413328652608	0.000245439177171521	0.0138620690833283
Cemip2	0.746911063669259	8.03587880114587	0.000248769699507237	0.0139903844625006
Spink8	1.12796231396322	3.11816809809876	0.000252411614666491	0.0141350504213235
Nptx1	1.6715855626382	0.858698655184159	0.000254072298933471	0.0141680147793449
Mrc1	0.697684138648959	6.74981944578204	0.000262726726688739	0.0145890605878923
Opcml	-1.56376010080523	4.11970405400573	0.000265794380048267	0.0146976507394054
Irgm1	0.933737842618823	5.51274749829426	0.000268145222354598	0.0147658635776599
Tent5b	2.13691293679909	0.986375055685473	0.000276569591633073	0.0151665714648244
Ifi208	1.41651320070435	1.23884335836115	0.000281220737317734	0.0153216163067025
Htr7	-1.42361781921023	1.73564284910102	0.000281776638843244	0.0153216163067025
Ms4a6d	2.34306683820471	-0.504680313042798	0.000282874877333188	0.0153216163067025
Nrep	-0.784641321623152	5.90783282116157	0.000294325141093263	0.0158767390395452
Rnf169	0.668269787623593	5.66202629619559	0.000299398166789199	0.0160847405377482
Cpt1a	0.800801831825823	8.07322197384002	0.000304563449972267	0.0162959941491234
Hspa8	-0.899422813008787	10.7281453440388	0.000308996437686392	0.016466519840578
Rgs2	0.697262437795442	7.4875923085567	0.000312441096792557	0.0165832190169094
Tpm2	-0.695628060106631	5.88623927995242	0.000327366336570711	0.0173058940164741
Arrdc2	0.689463930463332	5.45869621743381	0.000330913041392249	0.0174236922511552
Nuak2	0.730179185160709	5.72664834287221	0.000337182993385205	0.0176833747642018
Enc1	0.862135020421503	6.0122544373097	0.000342835952094047	0.0179087744777665
Poln	2.05591399553431	0.170755183158671	0.000360998197162607	0.0187832762744134
Ephx1	0.720328289360139	8.49110502274031	0.000365828706381639	0.0189599693472147
Cxcl12	0.900539509396643	6.3919396536443	0.000374602025807912	0.0193388295823334
Bax	0.817118101326011	6.09446343341469	0.000377964012849777	0.0194364684584539
Ccdc117	-0.855738143140785	6.71586646139114	0.000397531804820032	0.0203634896608587
H2-K1	1.03315910048136	8.05850936094332	0.000405018903969046	0.0206669105592854
